  No.   E(hr.)    dos(hr.)       E(eV)          dos(eV)    sum
   8176  -0.1211    628.99765435      0.5089   23.1152374473  669.5092
   8186  -0.1201    212.18102749      0.5361    7.7975089388  669.9016
   8196  -0.1191     28.49179301      0.5633    1.0470540807  669.9911
   8206  -0.1181      1.91230410      0.5905    0.0702758793  669.9998
   8216  -0.1171     11.43097083      0.6177    0.4200804298  670.0042
   8226  -0.1161    125.36673921      0.6449    4.6071426893  670.0610
   8236  -0.1151    592.92117459      0.6721   21.7894512697  670.4055
   8246  -0.1141   1393.52005193      0.6993   51.2109173465  671.4283
   8256  -0.1131   2191.43389480      0.7265   80.5337102268  673.2630
   8266  -0.1121   2921.91459681      0.7538  107.3783808878  675.8775
   8276  -0.1111   3016.37035769      0.7810  110.8495660759  678.9219
   8286  -0.1101   2674.17797273      0.8082   98.2742278750  681.7446
   8296  -0.1091   2521.58276253      0.8354   92.6664573327  684.3265
   8306  -0.1081   2109.65338134      0.8626   77.5283317898  686.6711
   8316  -0.1071   1120.79368082      0.8898   41.1884080688  688.2649
   8326  -0.1061    330.06877678      0.9170   12.1298038179  688.8960
   8336  -0.1051    228.64438951      0.9442    8.4025263336  689.1232
   8346  -0.1041    398.85074627      0.9714   14.6574945748  689.4475
   8356  -0.1031    455.08778208      0.9987   16.7241675219  689.8831
   8366  -0.1021    677.06865145      1.0259   24.8818140072  690.4313
   8376  -0.1011   1095.82994814      1.0531   40.2710078138  691.3438
   8386  -0.1001   1278.13609172      1.0803   46.9706350188  692.5614
   8396  -0.0991   1595.81735768      1.1075   58.6452062109  693.9620
   8406  -0.0981   3014.05069688      1.1347  110.7643201136  696.2258
   8416  -0.0971   4701.05250914      1.1619  172.7604932230  700.2795
   8426  -0.0961   3837.23849448      1.1891  141.0159136984  704.7393
   8436  -0.0951   1950.00387654      1.2163   71.6613207029  707.4678
   8446  -0.0941   1411.20306815      1.2436   51.8607562066  709.0205
   8456  -0.0931   1320.92976052      1.2708   48.5432733408  710.4001
   8466  -0.0921    958.27284347      1.2980   35.2158774569  711.5287
   8476  -0.0911    988.47991291      1.3252   36.3259667836  712.4393
   8486  -0.0901   1538.87171329      1.3524   56.5524923788  713.7278
   8496  -0.0891   1628.73243688      1.3796   59.8548130609  715.3771
   8506  -0.0881   1317.35584427      1.4068   48.4119343411  716.8307
   8516  -0.0871   1320.86876190      1.4340   48.5410316828  718.1155
   8526  -0.0861   1620.13849028      1.4613   59.5389913485  719.5844
   8536  -0.0851   2121.63776341      1.4885   77.9687497078  721.4645
   8546  -0.0841   2667.41704237      1.5157   98.0257682670  723.9001
   8556  -0.0831   2758.91463190      1.5429  101.3882426628  726.6764
   8566  -0.0821   2115.16093036      1.5701   77.7307304832  729.1332
   8576  -0.0811   1389.34907919      1.5973   51.0576369256  730.8014
   8586  -0.0801   1643.56292492      1.6245   60.3998234438  732.2404
   8596  -0.0791   2386.81764095      1.6517   87.7139304618  734.3129
   8606  -0.0781   2233.95214453      1.6789   82.0962270842  736.7277
   8616  -0.0771   1078.68007118      1.7062   39.6407614601  738.3568
   8626  -0.0761    235.76697328      1.7334    8.6642764594  738.9084
   8636  -0.0751     21.68057984      1.7606    0.7967466135  738.9941
   8646  -0.0741      1.68167339      1.7878    0.0618003572  739.0001
   8656  -0.0731     19.79395377      1.8150    0.7274143841  739.0077
   8666  -0.0721    191.25888974      1.8422    7.0286345578  739.0971
   8676  -0.0711    840.29550927      1.8694   30.8802903928  739.5962
   8686  -0.0701   1802.89551833      1.8966   66.2551882520  740.9774
   8696  -0.0691   2085.70046833      1.9238   76.6480784726  743.0247
   8706  -0.0681   1450.04410993      1.9511   53.2881381646  744.8096
   8716  -0.0671    731.49862419      1.9783   26.8820786114  745.8328
   8726  -0.0661    475.14774122      2.0055   17.4613574231  746.3936
   8736  -0.0651    301.37846966      2.0327   11.0754544785  746.7825
   8746  -0.0641    119.41940657      2.0599    4.3885822461  746.9712
   8756  -0.0631    254.75495700      2.0871    9.3620719905  747.1264
   8766  -0.0621    930.88134370      2.1143   34.2092584068  747.7089
   8776  -0.0611   1819.88805881      2.1415   66.8796525970  749.1455
   8786  -0.0601   2076.76418104      2.1687   76.3196759720  751.1879
   8796  -0.0591   1375.55272546      2.1960   50.5506302775  752.9399
   8806  -0.0581    560.44270258      2.2232   20.5958894381  753.8233
   8816  -0.0571    603.65931453      2.2504   22.1840706341  754.3255
   8826  -0.0561   1295.54405946      2.2776   47.6103660338  755.2956
   8836  -0.0551   1595.89655623      2.3048   58.6481167040  756.8272
   8846  -0.0541   1067.92332454      2.3320   39.2454583123  758.1816
   8856  -0.0531    496.62000139      2.3592   18.2504484300  758.8948
   8866  -0.0521    576.84696100      2.3864   21.1987348158  759.3860
   8876  -0.0511    766.78523849      2.4136   28.1788377689  760.1008
   8886  -0.0501    446.92005907      2.4409   16.4240092377  760.7234
   8896  -0.0491    114.72267596      2.4681    4.2159805797  760.9638
   8906  -0.0481    118.19330877      2.4953    4.3435239830  761.0522
   8916  -0.0471    460.45513154      2.5225   16.9214139764  761.3326
   8926  -0.0461    953.30730637      2.5497   35.0333973340  762.0677
   8936  -0.0451   1337.04299700      2.5769   49.1354238596  763.2413
   8946  -0.0441   1528.85984963      2.6041   56.1845631753  764.7121
   8956  -0.0431   1316.06559618      2.6313   48.3645185983  766.1537
   8966  -0.0421    863.88348918      2.6586   31.7471326661  767.2343
   8976  -0.0411    348.76440135      2.6858   12.8168553487  767.8076
   8986  -0.0401     66.41443009      2.7130    2.4406852885  767.9757
   8996  -0.0391      5.32167665      2.7402    0.1955680098  767.9986
   9006  -0.0381      0.17179526      2.7674    0.0063133593  768.0000
   9016  -0.0371      0.00218056      2.7946    0.0000801343  768.0000
   9026  -0.0361      0.00001069      2.8218    0.0000003930  768.0000
   9036  -0.0351      0.00000002      2.8490    0.0000000007  768.0000
   9046  -0.0341      0.00000000      2.8762    0.0000000000  768.0000
END
